bibnum,title,author,isbn,publicationyear,publisher,itemtype,itemcollection,floatingitem,itemlocation,reportdate,itemcount,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22
1589793,Géricault's heroic landscapes : the Times of day,"Tinterow, Gary",,[1990],"Metropolitan Museum of Art,",arbk,cs8r,NA,cen,2018-06-01T00:00:00.000,1,G‚ricault Th‚odore 1791 1824 Exhibitions,,,,,,,,,,,,,,,,,,,,,
2682621,"Live it, love it, earn it : [a woman's guide to financial freedom]","Olszewski, Marianna","1596594438, 9781596594432",[2010],"Gildan Media Corp.,",accd,nacdnf,Floating,qna,2018-02-01T00:00:00.000,1,Women Finance Personal,,,,,,,,,,,,,,,,,,,,,
3304107,Dinner at the center of the earth,"Englander, Nathan","0525528091, 9780525528098",[2017],"Random House Large Print,",acbk,nalpfic,Floating,nga,2018-03-01T00:00:00.000,1,Arab Israeli conflict Fiction, Prisoners of war Fiction, Large type books, Jewish fiction, Thrillers Fiction, Political fiction,,,,,,,,,,,,,,,,
2792845,"The skinny rules : [the simple, nonnegotiable principles for getting to thin]","Harper, Bob","030799015X, 9780307990150",[2012],"Random House Audio,",accd,cacdnf,NA,cen,2018-10-01T00:00:00.000,1,Weight loss, Physical fitness, Exercise,,,,,,,,,,,,,,,,,,,
3213443,Our revolution : a future to believe in,"Sanders, Bernard","1250132924, 9781250132925",2016,"Thomas Dunne Books, St. Martin's Press,",acbk,nanf,NA,bea,2018-09-01T00:00:00.000,1,Sanders Bernard, Sanders Bernard Political and social views, United States Congress House Biography, Presidents United States Election 2016, Presidential candidates United States Biography, Legislators United States Biography, United States Politics and government 1989,,,,,,,,,,,,,,,
172956,"English literature in the earlier seventeenth century, 1600-1660.","Bush, Douglas, 1896-1983",,1962,"Clarendon Press,",arbk,cs8r,NA,cen,2018-04-01T00:00:00.000,1,English literature Early modern 1500 1700 History and criticism, English literature Early modern 1500 1700 Bibliography,,,,,,,,,,,,,,,,,,,,
2460442,Stardust,"Paramount Pictures ; Marv Films ; produced by Lorenzo di Bonaventura, Michael Dreyer, Neil Gaiman, Matthew Vaughn ; screenplay by Jane Goldman & Matthew Vaughn ; directed by Matthew Vaughn.","1415737371, 9781415737378",[2007],"Paramount Home Entertainment,",acdvd,nadvd,Floating,mag,2018-05-01T00:00:00.000,1,Meteors Drama, Stars Mythology Drama, Man woman relationships England Drama, Kings and rulers Drama, Witches Drama, England Drama, Feature films, Fantasy films, Video recordings for the hearing impaired, Action and adventure films,,,,,,,,,,,,
310283,Flaming Arrow's people,"Paytiamo, James",,[1932],"Duffield,",acbk,cs9,NA,cen,2018-03-01T00:00:00.000,1,Acoma Indians, Acoma N M,,,,,,,,,,,,,,,,,,,,
2586939,100 essential American poems,edited by Leslie M. Pockell.,"0312369808, 9780312369804",2009,"Thomas Dunne Books,",acbk,nanf,NA,gwd,2018-03-01T00:00:00.000,1,American poetry,,,,,,,,,,,,,,,,,,,,,
3010510,Feltwork : 25 inspiring and original felt projects to create at home,"Brown, Victoria, 1962-","0754829669, 9780754829669",2014,"Lorenz Books,",acbk,nanf,NA,hip,2018-06-01T00:00:00.000,1,Felt work,,,,,,,,,,,,,,,,,,,,,
3030325,School of fish,"Pollinger, Ben","145166513X, 1451665148, 9781451665130, 9781451665147, 9781451665154",2014,"Gallery Books,",acbk,canf,NA,cen,2018-06-01T00:00:00.000,2,Cooking Seafood, Cookbooks,,,,,,,,,,,,,,,,,,,,
3144518,The battle for Room 314 : my year of hope and despair in a New York City high school,"Boland, Ed","1455560618, 9781455560615",2016,"Grand Central Publishing,",acbk,nanf,NA,uni,2018-11-01T00:00:00.000,1,Boland Ed, High school teachers New York State New York Biography, Public schools New York State New York, Education New York State New York, Autobiographies,,,,,,,,,,,,,,,,,
1790115,Jian ying di xi zhou,"Wang, Meng",9622575315,1993,"Tian di tu shu you xian gong si : Fa xing Li tong tu shu you xian gong si,",acbk,caln,NA,cen,2018-07-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
432916,E. M. Forster's passages to India,"Lewis, Robin Jared",231045085,1979,"Columbia University Press,",acbk,canf,NA,cen,2018-08-01T00:00:00.000,1,Forster E M Edward Morgan 1879 1970 Passage to India, Forster E M Edward Morgan 1879 1970 Travel India, India In literature, India Description and travel,,,,,,,,,,,,,,,,,,
2517151,The gruffalo,"Donaldson, Julia","0803731094, 9780803731097",[1999],"Dial Books for Young Readers,",jcbk,ncpic,NA,hip,2018-05-01T00:00:00.000,1,Mice Juvenile fiction, Animals Juvenile fiction, Stories in rhyme,,,,,,,,,,,,,,,,,,,
3254299,Silicon Valley. The complete third season,HBO Entertainment.,,[2017],"HBO Home Box Office,",acdvd,nadvd,Floating,nga,2018-06-01T00:00:00.000,2,Computer engineers Drama, Santa Clara Valley Santa Clara County Calif Drama, Television series, Television comedies, Fiction television programs, Video recordings for the hearing impaired,,,,,,,,,,,,,,,,
2830825,Why does the world exist? : an existential detective story,"Holt, Jim, 1954-","0871404095, 9780871404091",[2012],"Liveright Pub. Corp.,",acbk,nanf,NA,bro,2018-12-01T00:00:00.000,1,Cosmology,,,,,,,,,,,,,,,,,,,,,
274206,Side lights on birds; an introduction to the study of bird life,"Horsfield, Herbert Knight.",,1923,"Heath Cranton,",acbk,cs7,NA,cen,2018-09-01T00:00:00.000,1,Birds,,,,,,,,,,,,,,,,,,,,,
2282882,"Frankenstein, or, The modern Prometheus","Shelley, Mary Wollstonecraft, 1797-1851","0141439475, 9780141439471",2003,"Penguin Books,",acbk,nafic,NA,mon,2018-11-01T00:00:00.000,1,Frankenstein Victor Fictitious character Fiction, Scientists Fiction, Monsters Fiction, Geneva Switzerland Fiction, Science fiction, Horror fiction,,,,,,,,,,,,,,,,
2737716,The story of Hanukkah,"Adler, David A.","082342295X, 9780823422951",2011,"Holiday House,",jcbk,nchol,NA,uni,2018-11-01T00:00:00.000,1,Hanukkah Juvenile literature,,,,,,,,,,,,,,,,,,,,,
2655912,Painless fractions,"Cummings, Alyece B.","0764134396, 9780764134395",[2006],"Barron's,",acbk,nynf,NA,bro,2018-07-01T00:00:00.000,1,Fractions Study and teaching Middle school Juvenile literature,,,,,,,,,,,,,,,,,,,,,
700064,Holy China.,"Topolski, Feliks, 1907-1989",,1968,"Houghton Mifflin Co.,",acbk,canf,NA,cen,2018-04-01T00:00:00.000,1,China Pictorial works,,,,,,,,,,,,,,,,,,,,,
2730465,The underdogs,"Lupica, Mike","1611760062, 9781611760064",[2011],"Penguin Audio,",jccd,ncbocd,Floating,gwd,2018-03-01T00:00:00.000,1,Football stories, Community life Pennsylvania Juvenile fiction, Pennsylvania Juvenile fiction,,,,,,,,,,,,,,,,,,,
3261548,The power of different : the link between disorder and genius,"Saltz, Gail","125006001X, 9781250060013",2017,"Flatiron Books,",acbk,canf,NA,cen,2018-01-01T00:00:00.000,1,Children with disabilities, Creative ability in children,,,,,,,,,,,,,,,,,,,,
2646557,Strangers at the feast : a novel,"Vanderbes, Jennifer","1439166951, 1439166986, 9781439166956, 9781439166987",[2010],"Scribner,",acbk,nafic,NA,gwd,2018-11-01T00:00:00.000,1,Thanksgiving Day Fiction, Domestic fiction, Mystery fiction,,,,,,,,,,,,,,,,,,,
2648569,Tu rostro mañana. 3,"Marías, Javier","9789870408123, 9870408125",2007,"Alfaguara,",acbk,caln,NA,cen,2018-05-01T00:00:00.000,2,College teachers England Oxford Fiction, Telepathy Fiction,,,,,,,,,,,,,,,,,,,,
132153,The complete poetical works,"Byron, George Gordon Byron, Baron, 1788-1824",198118902,1980-<1986 >,"Clarendon Press ; Oxford University Press,",arbk,cs8r,NA,cen,2018-05-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
2795591,"Starting and closing : perseverance, faith, and one more year","Smoltz, John","0062120549, 9780062120540",[2012],"William Morrow,",acbk,canf,NA,cen,2018-01-01T00:00:00.000,1,Smoltz John, Baseball players United States Biography, Pitchers Baseball United States Biography,,,,,,,,,,,,,,,,,,,
2609422,Return to Groosham Grange : the Unholy Grail,"Horowitz, Anthony, 1955-","0399250638, 9780399250637",[2009],"Philomel Books,",jcbk,ccfic,NA,cen,2018-09-01T00:00:00.000,1,Boarding schools Juvenile fiction, Schools Fiction, Good and evil Juvenile fiction, England Juvenile fiction, Paranormal fiction,,,,,,,,,,,,,,,,,
443610,Pale moon : an Indian love song,"Logan, Frederic Knight, 1871-1928",,[1920],"Forster Music,",acmus,camus,NA,cen,2018-10-01T00:00:00.000,1,Songs Medium voice with piano, Songs, Scores,,,,,,,,,,,,,,,,,,,
1779268,City of Blaine wastewater treatment plant Class II inspection,"Hoyle-Dodson, Guy",,[1997],"Washington State Dept. of Ecology, Environmental Investigations and Laboratory Services Program,",arbk,caref,NA,cen,2018-04-01T00:00:00.000,1,Sewage disposal plants Washington State Blaine, Water treatment plants Washington State Blaine, Water quality Washington State Blaine,,,,,,,,,,,,,,,,,,,
3283729,The life and death of Fritz the Cat,"Crumb, R.","1606994808, 9781606994801",2017,"Fantagraphics Books,",acbk,nacomic,NA,fre,2018-12-01T00:00:00.000,1,Felix the Cat Fictitious character Comic books strips etc, Cats Comic books strips etc, Violence Comic books strips etc, American wit and humor Pictorial, Underground comics, Graphic novels, Comics Graphic works, Comic books strips etc,,,,,,,,,,,,,,
2609265,Citizenship : rights and responsibilities,"Maury, Rob","1422206181, 1422206858, 9781422206188, 9781422206850",[2009],"Mason Crest Publishers,",jcbk,ccnf,NA,cen,2018-10-01T00:00:00.000,1,Citizenship United States Juvenile literature, Citizenship Juvenile literature, United States Emigration and immigration History Juvenile literature,,,,,,,,,,,,,,,,,,,
263365,"The history of Adams County, Illinois.",Containing ... a biographical directory of its citizens.,,1879,"Murray, Williamson and Phelps,",arbk,caref,NA,cen,2018-09-01T00:00:00.000,1,Adams County Ill History, Adams County Ill Biography,,,,,,,,,,,,,,,,,,,,
3361248,Arm of the Sphinx,"Bancroft, Josiah","031651795X, 9780316517959",2018,"Orbit,",acbk,nasf,NA,qna,2018-09-01T00:00:00.000,1,Pirates Fiction, Fantasy fiction,,,,,,,,,,,,,,,,,,,,
2557983,Cost,"Robinson, Roxana","1410412377, 9781410412379",2009,"Thorndike Press,",acbk,cs1malf,NA,cen,2018-07-01T00:00:00.000,1,Middle aged women Fiction, Sandwich generation Fiction, Parent and adult child Fiction, Alzheimers disease Patients Fiction, Heroin abuse Fiction, Families Fiction, Large type books,,,,,,,,,,,,,,,
2455280,"Round two : federal agencies and conference spending : hearing before the Federal Financial Management, Government Information, and International Security Subcommittee of the Committee on Homeland Security and Governmental Affairs, United States Senate, One Hundred Ninth Congress, second session, September 14, 2006.","United States. Congress. Senate. Committee on Homeland Security and Governmental Affairs. Subcommittee on Federal Financial Management, Government Information, and International Security","016079112X, 9780160791123",2007,"U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-06-01T00:00:00.000,1,Congresses and conventions Attendance, Executive departments Officials and employees Education Continuing education United States Cost control, Executive departments Officials and employees In service training United States Cost control, United States Officials and employees Education Continuing education Cost control, United States Officials and employees In service training Cost control,,,,,,,,,,,,,,,,,
2071431,"Schools for south central : a study prepared for the School Board of South Central School District No[.] 406, King County, Washington","Louise Strander, Chairman ... [and others] ; Puget Planners Inc.",,c1956.,"Puget Planners Inc.,",arbk,casea,NA,cen,2018-08-01T00:00:00.000,1,King County Wash South Central School District No 406, School districts Washington State King County, Public schools Washington State King County,,,,,,,,,,,,,,,,,,,
3218791,"Doctor Strange. [2], The last days of magic","Aaron, Jason","0785195173, 9780785195177",[2016],"Marvel Worldwide, Inc.,",acbk,nycomic,NA,net,2018-02-01T00:00:00.000,1,Strange Stephen Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Magic Comic books strips etc, Good and evil Comic books strips etc, Superhero comics, Comics Graphic works, Graphic novels,,,,,,,,,,,,,,,
3236223,Queen of Katwe,"Disney ; in association in ESPN Films ; a John B. Carls, Cine Mosaic, Mirabai Films production ; screenplay by William Wheeler ; produced by Lydia Dean Pilcher, John Carls ; directed by Mira Nair.",,[2017],"Disney,",acdvd,nadvd,Floating,dth,2018-04-01T00:00:00.000,3,Mutesi Phiona Drama, Women chess players Uganda Kampala Drama, Poor girls Uganda Kampala Drama, Kampala Uganda Drama, Feature films, Biographical films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities,,,,,,,,,,,,,
3092975,City on fire,"Hallberg, Garth Risk","0385353774, 0804172951, 9780385353779, 9780804172950",2015,"Alfred A. Knopf,",acbk,nafic,NA,bal,2018-05-01T00:00:00.000,1,Man woman relationships Fiction, Betrayal Fiction, Forgiveness Fiction, Mystery fiction, Historical fiction,,,,,,,,,,,,,,,,,
1933237,Sweetness and power : the place of sugar in modern history,"Mintz, Sidney W. (Sidney Wilfred), 1922-2015",140092331,1986,"Penguin Books,",acbk,nanf,NA,bal,2018-03-01T00:00:00.000,1,Sugar Social aspects History, Sugar trade Social aspects History,,,,,,,,,,,,,,,,,,,,
243311,The geology of Canadian industrial mineral deposits.,"Commonwealth Mining and Metallurgical Congress (6th : 1957 : Vancouver, B.C., etc.)",,1957,"General Committee of the Sixth Commonwealth Mining and Metallurgical Congress,",arbk,cs7r,NA,cen,2018-02-01T00:00:00.000,1,Mines and mineral resources Canada, Ore deposits Canada,,,,,,,,,,,,,,,,,,,,
2821661,Chamber music,"Xenakis, Iannis, 1922-2001",5.09997E+12,[2010],"EMI Classics,",accd,nacd,Floating,mag,2018-06-01T00:00:00.000,1,Sophocles Musical settings, Instrumental ensembles, Quartets Piano violin cello double bass, Cello music, Piano music, String quartets, Aleatory music, Choruses Secular Childrens voices with orchestra, Wind ensembles, Chamber orchestra music,,,,,,,,,,,,
2967091,Half way home,"Olsen, Angel",,[2013],"Bathetic,",accd,naover,NA,net,2018-07-01T00:00:00.000,1,Popular music 2011 2020,,,,,,,,,,,,,,,,,,,,,
2620092,The King of Quizzical Island,"Snell, Gordon","0763638579, 9780763638573",2009,"Candlewick Press,",jcbk,ncpic,NA,glk,2018-10-01T00:00:00.000,1,Explorers Juvenile fiction, Voyages and travels Juvenile fiction, Kings queens rulers etc Fiction, Questions and answers Juvenile fiction, Earth Planet Juvenile fiction,,,,,,,,,,,,,,,,,
3086359,No tears for the dead,CJ Entertainment ; a Dice Film/Funch Ball production ; produced by Kim Sung-Woo ; written and directed by Lee Jeong-Beom.,,[2014],"CJ Entertainment,",acdvd,nalndvd,Floating,rbe,2018-03-01T00:00:00.000,1,Assassins Drama, Mafia Drama, Girls Death Drama, Feature films, Action and adventure films, Gangster films, Fiction films, Motion pictures Korean,,,,,,,,,,,,,,
2017306,"Final environmental impact statement : for the proposed issuance of a multiple species incidental take permit for the Tacoma Water habitat conservation plan, Green River water supply operations and watershed protection, King County, Washington",U.S. Fish and Wildlife Service,,2000],"The Service,",arbk,casea,NA,cen,2018-06-01T00:00:00.000,2,Habitat Ecology Washington State Green River, Habitat conservation Washington State Green River, Green River Watershed King County Wash,,,,,,,,,,,,,,,,,,,
2744795,"Voice lessons to go. Volume one, Vocalize and breath","Vaccarino, Ariella",,[2004],"[A. Vaccarino?],",accd,nacd,Floating,bro,2018-02-01T00:00:00.000,1,Singing Instruction and study, Singing Breath control, Vocalises with piano,,,,,,,,,,,,,,,,,,,
3280918,"The water will come : rising seas, sinking cities, and the remaking of the civilized world","Goodell, Jeff","031626024X, 9780316260244",2017,"Little, Brown and Company,",acbk,nanf,NA,nhy,2018-03-01T00:00:00.000,1,Sea level, Sea level Forecasting, Floods, Flood forecasting, Climatic changes,,,,,,,,,,,,,,,,,
336570,Chana Orloff.,"Werth, Léon, 1878-1955",,1927,"G. Crès,",acbk,cab,NA,cen,2018-04-01T00:00:00.000,1,Orloff Chana 1888 1968,,,,,,,,,,,,,,,,,,,,,
3344875,The missing hours,"Kavanagh, Emma","1496713710, 9781496713711",2018,"Kensington Books,",acbk,canew,NA,cen,2018-07-01T00:00:00.000,1,Missing persons Fiction, Amnesia Fiction, Murder Investigation Fiction, Thrillers Fiction, Detective and mystery fiction,,,,,,,,,,,,,,,,,
3298187,Al Capone and the 1933 World's Fair : the end of the gangster era in Chicago,"Hazelgrove, William, 1959-","1442272260, 9781442272262",[2017],"Rowman & Littlefield,",acbk,canf,NA,cen,2018-08-01T00:00:00.000,1,Capone Al 1899 1947, Century of Progress International Exposition 1933 1934 Chicago Ill, Chicago Ill History 20th century, Chicago Ill Civilization 20th century, Chicago Ill Social conditions 20th century,,,,,,,,,,,,,,,,,
2919368,My dog Skip,Alcon Entertainment ; produced by Mark Johnson & John Lee Hancock and Broderick Johnson & Andrew A. Kosove ; screenplay by Gail Gilchriest ; directed by Jay Russell.,"141982791X, 9781419827914",[2006],"Warner Home Video,",jcdvd,ncdvd,Floating,bea,2018-09-01T00:00:00.000,1,Morris Willie Juvenile drama, Bashfulness in children Juvenile drama, Dogs Juvenile drama, Human animal relationships Juvenile drama, City and town life Juvenile drama, Mississippi Juvenile drama, Feature films, Childrens films, Fiction films, Animal films, Video recordings for the hearing impaired,,,,,,,,,,,
