bibnum,title,author,isbn,publicationyear,publisher,itemtype,itemcollection,floatingitem,itemlocation,reportdate,itemcount,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22
3272416,"Duck, duck, dinosaur. Bubble blast","George, K. (Kallie), 1983-","006235311X, 0062353128, 9780062353115, 9780062353122",[2017],"Harper, an imprint of HarperCollins Publishers,",jcbk,ncrdr,Floating,bea,2018-05-01T00:00:00.000,1,Ducks Juvenile fiction, Dinosaurs Juvenile fiction, Baths Juvenile fiction,,,,,,,,,,,,,,,,,,,
3362170,Qu nian jin ri ci men,Yishu,"9789882013407, 9882013406",2017,"Tian di tu shu you xian gong si,",acbk,caln,NA,cen,2018-09-01T00:00:00.000,1,Chinese fiction 21st century,,,,,,,,,,,,,,,,,,,,,
3181360,Since she went away,"Bell, David, 1969 November 17-","045147421X, 9780451474216",[2016].,"New American Library,",acbk,nafic,NA,gwd,2018-05-01T00:00:00.000,1,Missing persons Investigation Fiction, Secrecy Fiction, Thrillers Fiction, Mystery fiction,,,,,,,,,,,,,,,,,,
3213484,The lazy dragon and the bumblespells wizard,"Marsh, Kath Boyd","1944821007, 9781944821005",[2016],"Children's Brains Are Yummy Books,",jcbk,ncfic,NA,nga,2018-10-01T00:00:00.000,1,Wizards Juvenile fiction, Dragons Juvenile fiction, Fantasy fiction,,,,,,,,,,,,,,,,,,,
2321700,"King County Department of Community and Environmental Division, Division of Architecture : draft environmental impact statement : Seahurst Park (plans as revised pursuant to findings of State Shoreline Hearing Board SHB #13) : pursuant to the Statement [i.e. State] Environmental Policy Act of 1974 (Chapter 43.21c R.C.W.).",King County (Wash.). Architecture Division.,,[1973],"[The Division],",arpam,caseapm,NA,cen,2018-07-01T00:00:00.000,1,Parks Environmental aspects Washington State Seahurst, Seahurst Wash,,,,,,,,,,,,,,,,,,,,
2898947,The crown tower,"Sullivan, Michael J., 1961-","031624371X, 9780316243711",2013,"Orbit,",acbk,nasf,NA,dth,2018-04-01T00:00:00.000,1,Assassins Fiction, Swordplay Fiction, Wizards Fiction, Fantasy fiction, Adventure fiction,,,,,,,,,,,,,,,,,
3113024,Manwhore +1,"Evans, Katy","1501101552, 9781501101557",2015,"Gallery Books,",acbk,nafic,NA,bal,2018-04-01T00:00:00.000,1,Man woman relationships Fiction, Erotic fiction,,,,,,,,,,,,,,,,,,,,
3343640,Isadora Moon goes to the ballet,"Muncaster, Harriet","0399558292, 0399558314, 9780399558290, 9780399558313",[2018],"Random House,",jcbk,ncef,NA,nhy,2018-07-01T00:00:00.000,1,Vampires Juvenile fiction, Fairies Juvenile fiction, Ballet Juvenile fiction, School field trips Juvenile fiction,,,,,,,,,,,,,,,,,,
917205,Microcomputer software system for generating population statistics from electrofishing data : user's guide for MicroFish 3.0,"Van Deventer, John S.",,[1989],"U.S. Dept. of Agriculture, Forest Service, Intermountain Research Station,",armfc,cadocmf,NA,cen,2018-12-01T00:00:00.000,1,Fishes Counting Programmed instruction, Fish populations Computer programs, Electric fishing Databases,,,,,,,,,,,,,,,,,,,
445219,,,,,,acmus,camus,NA,cen,2018-11-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
2900968,"The Paleo coach : expert advice for extraordinary health, sustainable fat loss, and an incredible body","Seib, Jason","1936608472, 9781936608478",2013,"Victory Belt Publishing,",acbk,nanf,NA,bal,2018-09-01T00:00:00.000,1,High protein diet, High protein diet Recipes, Reducing diets Recipes, Nutrition, Exercise, Weight loss, Prehistoric peoples Nutrition,,,,,,,,,,,,,,,
3145824,Nature's miracle orphans,"a BBC production ; Thirteen Productions LLC ; producers, Mark Wheeler, Clare Brook and Hannah Ward ; filmed and directed by Mark Wheeler, Will Ridgeon, and Oli Sloane ; series producers, Kate Broome-Fox, Bill Murphy ; executive producers, Lucinda Axelsson, Tim Martin, Fred Kaufman.","162789487X, 9781627894876",c2015.,"Distributed by PBS Distribution,",acdvd,nadvdnf,Floating,mag,2018-08-01T00:00:00.000,1,Orphaned animals, Nature films, Nonfiction films, Documentary films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities,,,,,,,,,,,,,,,,
3237051,Who hatches the egg? : [all about eggs],"Rabe, Tish","0375971718, 044981498X, 9780375971716, 9780449814987",[2017],"Random House,",jcbk,ncnf,NA,bea,2018-07-01T00:00:00.000,2,Eggs Juvenile literature,,,,,,,,,,,,,,,,,,,,,
2013269,"Use of Certain Tools on Capitol Grounds and Office Building for HHFA : hearings before the United States House Committee on Public Works, Subcommittee on Public Buildings and Grounds, Eighty-Seventh Congress, second session, on May 23, 1962.",United States. Congress. House. Committee on Public Works. Subcommittee on Public Buildings and Grounds,,1962,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-06-01T00:00:00.000,1,United States Capitol Washington D C, Construction equipment Washington D C, Explosives Washington D C,,,,,,,,,,,,,,,,,,,
555333,Reminiscences,"Carlyle, Thomas, 1795-1881",,1881,"C. Scribner's sons,",arbk,cs8r,NA,cen,2018-11-01T00:00:00.000,1,Carlyle James 1758 1832, Irving Edward 1792 1834, Jeffrey Francis Jeffrey Lord 1773 1850, Carlyle Jane Welsh 1801 1866, Southey Robert 1774 1843, Wordsworth William 1770 1850,,,,,,,,,,,,,,,,
3280365,"The telomere effect : a revolutionary approach to living younger, healthier, longer","Blackburn, Elizabeth H. (Elizabeth Helen), 1948-","1455541710, 9781455541713",2017,"Grand Central Publishing,",acbk,nalpnf,Floating,net,2018-03-01T00:00:00.000,1,Aging Genetics, Telomere Physiology, Longevity, Longevity Genetic aspects, Large type books,,,,,,,,,,,,,,,,,
15890,Horton hatches the egg,"Seuss, Dr.","039480077X, 0394900774, 9780394800776",[1940],"Random House,",jcbk,ncpic,NA,mag,2018-08-01T00:00:00.000,1,Fantasy, Stories in rhyme Juvenile fiction,,,,,,,,,,,,,,,,,,,,
2679783,Shadow,"Lee, Suzy, 1974-","0811872807, 9780811872805",[2010],"Chronicle Books,",jcbk,ncpic,NA,swt,2018-01-01T00:00:00.000,1,Shadows Fiction,,,,,,,,,,,,,,,,,,,,,
2846193,Sherlock Bones and the missing cheese,"Crummel, Susan Stevens","0761461868, 9780761461869",[2012],"Marshall Cavendish,",jcbk,ncpic,NA,lcy,2018-12-01T00:00:00.000,1,Stories in rhyme Juvenile fiction, Cheese Juvenile fiction, Dogs Fiction, Stealing Fiction, Characters in literature Fiction,,,,,,,,,,,,,,,,,
2942977,Greenwich Village : music that defined a generation,"Solomon's Signature Productions ; directed by Laura Archibald ; produced by Laura Archibald, Rob Lindsay, Kevin Wallis, Nicholas Kleiman ; written by Laura Archibald, Rob Lindsay, Kevin Wallis.",,[2013?],"Kino Lorber,",acdvd,cadvdnf,NA,cen,2018-04-01T00:00:00.000,1,Popular music New York State New York History and criticism, Folk music New York State New York History and criticism, Popular culture New York State New York, Greenwich Village New York N Y, Feature films, Documentary films, Nonfiction films,,,,,,,,,,,,,,,
3104890,Who was Woodrow Wilson?,"Frith, Margaret","0448484285, 9780448484280",[2015],"Grosset & Dunlap, an imprint of Penguin Random House,",jcbk,ncb,NA,col,2018-07-01T00:00:00.000,1,Wilson Woodrow 1856 1924 Juvenile literature, Presidents United States Biography Juvenile literature, Presidents,,,,,,,,,,,,,,,,,,,
3216597,Girls play softball,"Rogers, Amy B.","1499421095, 150814964X, 9781499421088, 9781499421095, 9781508149644",2017,"PowerKids Press,",jcbk,ccnf,NA,cen,2018-06-01T00:00:00.000,1,Softball for women Juvenile literature, Softball,,,,,,,,,,,,,,,,,,,,
2740116,Who's in charge? : free will and the science of the brain,"Gazzaniga, Michael S.","0061906107, 9780061906107",[2011],"Ecco,",acbk,nanf,NA,qna,2018-09-01T00:00:00.000,1,Cognitive neuroscience, Brain,,,,,,,,,,,,,,,,,,,,
3009098,Slaves of Socorro,"Flanagan, John (John Anthony)","0399163557, 9780399163555",[2014],"Philomel Books, an imprint of Penguin Group (USA),",jcbk,ncfic,NA,net,2024-01-01T00:00:00.000,1,Seafaring life Juvenile fiction, Pirates Juvenile fiction, Friendship Juvenile fiction, Courage Juvenile fiction, Fantasy,,,,,,,,,,,,,,,,,
2199746,The Lizzie McGuire movie,"Walt Disney Pictures ; produced by Stan Rogow ; written by Susan Estelle Jansen, Ed Dector, John J. Strauss ; directed by Jim Fall.",788847627,2003,"Disney DVD : distributed by Buena Vista Home Entertainment,",jcdvd,ncdvd,Floating,lcy,2018-04-01T00:00:00.000,1,McGuire Lizzie Fictitious character Juvenile drama, Feature films, Childrens films, Video recordings for the hearing impaired,,,,,,,,,,,,,,,,,,
2648698,"Essential storage : the back to basics guide to home design, decoration & furnishing","Conran, Terence","1840915501, 9781840915501",2010,"Conran Octopus,",acbk,nanf,NA,glk,2018-05-01T00:00:00.000,1,Storage in the home, Interior decoration,,,,,,,,,,,,,,,,,,,,
2537800,Someone for Mr. Sussman,"Polacco, Patricia","0399250751, 9780399250750",[2008],"Philomel Books,",jcbk,ncpic,NA,net,2018-02-01T00:00:00.000,1,Grandmothers Juvenile fiction, Dating services Juvenile fiction, Jews United States Fiction,,,,,,,,,,,,,,,,,,,
3080573,The grasshopper & the ants,"Pinkney, Jerry","0316400815, 9780316400817",2015,"Little, Brown and Company,",jcbk,ncfft,NA,mag,2018-12-01T00:00:00.000,1,Grasshoppers Juvenile fiction, Ants Juvenile fiction, Folklore, Fables,,,,,,,,,,,,,,,,,,
957305,Uncataloged Adult book,,,,,ucunkn,cs3fic,NA,cen,2018-09-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
3141180,Before the wind,"Lynch, Jim, 1961-","0307949354, 0307958981, 9780307949356, 9780307958983",2016,"Alfred A. Knopf,",acbk,nafic,NA,fre,2018-08-01T00:00:00.000,1,Sailing Fiction, Families Fiction, Washington State Fiction,,,,,,,,,,,,,,,,,,,
3233216,The city on the edge of forever,"Ellison, Harlan","1497642906, 9781497642904",[2014],"Open Road Integrated Media,",acbk,nanf,NA,cap,2018-01-01T00:00:00.000,1,Star trek Television program,,,,,,,,,,,,,,,,,,,,,
710792,Harmony and ear training at the keyboard,"Shumway, Stanley",069703593X,[1976],"W. C. Brown Co.,",acbk,canf,NA,cen,2018-09-01T00:00:00.000,1,Keyboard harmony,,,,,,,,,,,,,,,,,,,,,
2971937,Jim Butcher's Dresden files. Ghoul goblin. [Vol. 1],"Butcher, Jim, 1971-","1606904388, 9781606904381",[2013],"Dynamite Entertainment,",acbk,nacomic,NA,wts,2018-11-01T00:00:00.000,1,Dresden Harry Fictitious character Comic books strips etc, Comic books strips etc United States, Horror comics, Fantasy comics, Graphic novels, Comic books strips etc,,,,,,,,,,,,,,,,
3259628,Synthesize the soul : astro-Atlantic hypnotica from the Cape Verde Islands 1973-1988.,,,[2017],"Ostinato Records,",accd,nacd,Floating,bro,2018-05-01T00:00:00.000,1,Popular music Cabo Verde 1971 1980, Popular music Cabo Verde 1981 1990, Popular music,,,,,,,,,,,,,,,,,,,
3043041,Edible colors,"Bass, Jennifer Vogel","1626720029, 9781626720022",2014,"Roaring Brook Press,",jcbk,ncenf,NA,rbe,2018-01-01T00:00:00.000,1,Color Juvenile literature, Fruit Juvenile literature, Vegetables Juvenile literature,,,,,,,,,,,,,,,,,,,
3183223,Planets,"Baines, Rebecca","1426323220, 1426323239, 9781426323225, 9781426323232",[2016],"National Geographic Kids,",jcbk,ncenf,NA,cap,2018-03-01T00:00:00.000,1,Planets Juvenile literature, Solar system Juvenile literature,,,,,,,,,,,,,,,,,,,,
2001688,Do you know what I'll do?,"Zolotow, Charlotte, 1915-2013","006027879X, 0060278803",2000,"HarperCollinsPublishers,",jcbk,ncpic,NA,nga,2018-11-01T00:00:00.000,1,Brothers and sisters Fiction, African Americans Juvenile fiction, Growth Juvenile fiction,,,,,,,,,,,,,,,,,,,
2144230,Snowflake kisses and gingerbread smiles,"Parker, Toni Trent",439338727,[2002],"Scholastic,",jcbk,cchol,NA,cen,2018-04-01T00:00:00.000,3,Christmas Fiction, African American children Juvenile fiction, Stories in rhyme Juvenile fiction,,,,,,,,,,,,,,,,,,,
3304521,Present,"Stein, Leslie","1770462945, 9781770462946",2017,"Drawn & Quarterly,",acbk,cacomic,NA,cen,2018-01-01T00:00:00.000,1,Comics Graphic works,,,,,,,,,,,,,,,,,,,,,
2850799,Lasso the wind : away to the New West,"Egan, Timothy","067978182X, 9780679781820",1999,"Vintage Books,",acbk,canf,NA,cen,2018-06-01T00:00:00.000,1,West U S Description and travel, West U S History Local,,,,,,,,,,,,,,,,,,,,
367277,Annual report,King County (Wash.). Sheriff's Department,,,"The Dept.,",arbk,casea,NA,cen,2018-04-01T00:00:00.000,3,,,,,,,,,,,,,,,,,,,,,,
343600,Recreational boating in Washington's coastal zone : the market for moorage,"Goodwin, Robert F.",,1982,"Washington Sea Grant Marine Advisory Program,",arbk,cs9s,NA,cen,2018-12-01T00:00:00.000,1,Marinas Washington State, Market surveys Washington State,,,,,,,,,,,,,,,,,,,,
2133983,The art of stillness : the theatre practice of Tadashi Suzuki,"Allain, Paul",413769607,2002,"Methuen,",acbk,canf,NA,cen,2018-05-01T00:00:00.000,1,Suzuki Tadashi 1939 Criticism and interpretation,,,,,,,,,,,,,,,,,,,,,
2623687,The ogress and the snake : and other stories from Somalia,"Laird, Elizabeth","1845078691, 1845078705, 9781845078690, 9781845078706",2009,"Frances Lincoln Children's,",jcbk,ncfft,NA,bea,2018-11-01T00:00:00.000,1,Tales Somalia Juvenile literature, Tales Juvenile literature, Folklore Somalia Juvenile literature, Folklore Juvenile literature,,,,,,,,,,,,,,,,,,
1588718,Special education and institutional education directory.,,,,"State Superintendent of Public Instruction,",arbk,caref,NA,cen,2018-11-01T00:00:00.000,2,Children with disabilities Education Washington State Directories, School districts Washington State Directories,,,,,,,,,,,,,,,,,,,,
2163373,One fine day : a radio play,"Van Steenwyk, Elizabeth",802852343,[2003],"Eerdmans Books for Young Readers,",jcbk,ccnf,NA,cen,2018-02-01T00:00:00.000,1,Wright Orville 1871 1948 Juvenile drama, Wright Wilbur 1867 1912 Juvenile drama, Aeronautics Juvenile drama, Inventors Juvenile drama, Aeronautics Biography Juvenile drama, Plays,,,,,,,,,,,,,,,,
2340906,South Seattle Community College final major institutional master plan,"[Jill Wakefield, President ... [and others] (South Seattle Community College (SSCC)) ... [et al.]].",,[2006],"[The College?],",arbk,casea,NA,cen,2018-04-01T00:00:00.000,1,South Seattle Community College Buildings, Campus planning Washington State Seattle, Community colleges Washington State Seattle,,,,,,,,,,,,,,,,,,,
2511099,The faith of Barack Obama,"Mansfield, Stephen, 1958-","1595552502, 9781595552501",[2008],"Thomas Nelson Publishers,",acbk,canf,NA,cen,2018-02-01T00:00:00.000,1,Obama Barack Religion, Presidential candidates United States Biography, Legislators United States Biography, Religion and politics United States Case studies,,,,,,,,,,,,,,,,,,
307636,Poetics of music in the form of six lessons,"Stravinsky, Igor, 1882-1971",,1947,"Harvard University Press,",acbk,cs8,NA,cen,2018-10-01T00:00:00.000,1,Music,,,,,,,,,,,,,,,,,,,,,
3174549,"Rapunzel, Rapunzel ; Bristlelip ; Goose girl",Davenport Films.,"1888522364, 9781888522365",[2005],"Davenport Films,",jcdvd,ccdvd,NA,cen,2018-12-01T00:00:00.000,1,Rapunzel Tale Juvenile drama, Pride and vanity Juvenile drama, Princesses Juvenile drama, Fairy tales Juvenile drama, Childrens films, Short films, Fiction films, Fantasy films,,,,,,,,,,,,,,
401193,Chorale preludes from the Arnstadt organ book ; Eight little preludes & fugues : BWV. 553-60,"Bach, Johann Sebastian, 1685-1750",,[1985],"Angel,",acrec,cs8,NA,cen,2018-05-01T00:00:00.000,1,Chorale preludes, Organ music, Canons fugues etc Organ,,,,,,,,,,,,,,,,,,,
3129989,Forever your Earl,"Leigh, Eva","0062358626, 9780062358622",[2015],"Avon Books, an imprint of HarperCollins Publishers,",acbk,nafic,NA,cap,2018-04-01T00:00:00.000,1,Women journalists Fiction, Gossip columnists Fiction, Nobility England Fiction, Scandals Fiction, Regency fiction, Love stories,,,,,,,,,,,,,,,,
3280624,At the strangers' gate : arrivals in New York,"Gopnik, Adam","1400041805, 9781400041800",2017,"Knopf,",acbk,canew,NA,cen,2018-02-01T00:00:00.000,1,Gopnik Adam Family, Gopnik Adam Friends and associates, New York N Y Description and travel, New York N Y Biography, New York N Y Social life and customs 20th century,,,,,,,,,,,,,,,,,
1370571,"The Malcolm Baldrige National Quality Award : hearing before the Subcommittee on Technology, Environment, and Aviation of the Committee on Science, Space, and Technology, U.S. House of Representatives, One Hundred Third Congress, second session, February 9, 1994.","United States. Congress. House. Committee on Science, Space, and Technology. Subcommittee on Technology, Environment, and Aviation",160440149,1994,"U.S. G.P.O. : For sale by the U.S. G.P.O., Supt. of Docs., Congressional Sales Office,",armfc,cadocmf,NA,cen,2018-12-01T00:00:00.000,1,Malcolm Baldrige National Quality Award, Total quality management United States,,,,,,,,,,,,,,,,,,,,
3062044,The door,"Szabó, Magda, 1917-2007","1590177711, 9781590177716",2015,"New York Review Books,",acbk,nafic,NA,glk,2018-03-01T00:00:00.000,1,Women Hungary Fiction, Hungary Politics and government 1945 1989 Fiction, Psychological fiction,,,,,,,,,,,,,,,,,,,
3338698,The king of bones and ashes : a witches of New Orleans novel,"Horn, J. D.","1503954315, 9781503954311",[2018],"47North,",acbk,canew,NA,cen,2018-04-01T00:00:00.000,1,Witches Fiction, Missing persons Fiction, Magic Fiction, New Orleans La Fiction, Fantasy fiction,,,,,,,,,,,,,,,,,
2434580,The open-focus brain : harnessing the power of attention to heal mind and body,"Fehmi, Les","1590303768, 1590306120, 9781590303764, 9781590306123",2007,"Trumpeter Books,",acbk,nanf,NA,rbe,2018-09-01T00:00:00.000,1,Psychology Miscellanea, Attention Physiological aspects,,,,,,,,,,,,,,,,,,,,
3113083,Sesame Street. Play all day with Elmo!,Sesame Workshop.,,[2015],"Sesame Workshop,",jcdvd,ncdvd,Floating,dth,2018-03-01T00:00:00.000,1,Elmo Fictitious character from Henson Juvenile drama, Games Juvenile drama, Childrens television programs, Puppet television programs, Educational television programs, Fiction television programs, Television series,,,,,,,,,,,,,,,
1600353,The book of Igham.,"Baháʾuʾlláh, 1817-1892",,1904,"G.V. Blackburne,",arbk,cs6r,NA,cen,2018-09-01T00:00:00.000,1,Bahai Faith,,,,,,,,,,,,,,,,,,,,,
2673787,"The quantum activist : Amit Goswami, Ph.D.",Intention Media presents a Bluedot Production ; a film by Ri Stewart & Renee Slade.,"0615313892, 9780615313894",[2009],"Intention Media,",acdvd,nadvdnf,Floating,bal,2018-04-01T00:00:00.000,1,Goswami Amit, Physicists Biography, Evolution Biology Philosophy, Intelligent design Teleology, Quantum theory, Religion and science, Consciousness, Documentary films,,,,,,,,,,,,,,
3138023,Synovial joints,"Coleman, Steve",,[2015],"Pi Recordings,",accd,naover,NA,bal,2018-10-01T00:00:00.000,1,Jazz 2011 2020, Saxophone music Jazz,,,,,,,,,,,,,,,,,,,,
421795,Mental health facilities construction plan,State of Washington.,,1965-,"[Washington State, Dept. of Institutions],",arbk,cs9s,NA,cen,2018-05-01T00:00:00.000,1,Mental health Washington State Periodicals, Community mental health services Washington State Periodicals, Intellectual disability facilities Washington State Periodicals,,,,,,,,,,,,,,,,,,,
3111716,"Welcome, Bao Bao","Shaw, Gina","0448482258, 0448482266, 9780448482255, 9780448482262",[2015],"Penguin Young Readers, an imprint of Penguin Group (USA) LLC,",jcbk,ncnf,NA,nhy,2018-06-01T00:00:00.000,1,Giant panda Juvenile literature,,,,,,,,,,,,,,,,,,,,,
3307250,Zhan sheng jin zhang jiao lü de xiao xiao zhan shi = Hey warrior,"Young, Karen","9789869477451, 9869477453",2017,"Da ying wen hua shi ye gu fen you xian gong si,",jcbk,ncln,NA,uni,2018-09-01T00:00:00.000,1,Anxiety Juvenile literature, Self confidence Juvenile literature, Fear Juvenile literature, Picture books for children, Chinese language materials,,,,,,,,,,,,,,,,,
546727,Bolʹsha︠i︡a igra,"Trepper, Leopold, 1904-1982",914481401,1989,"Liberty Pub. House,",acbk,caln,NA,cen,2018-09-01T00:00:00.000,1,Trepper Leopold 1904 1982, World War 1939 1945 Secret service,,,,,,,,,,,,,,,,,,,,
3128690,Live love lead : your best is yet to come!,"Houston, Brian","1455533440, 1455563943, 9781455533442, 9781455563944",c2015.,"Faith Words,",acbk,canf,NA,cen,2018-11-01T00:00:00.000,1,Christian life,,,,,,,,,,,,,,,,,,,,,
626770,"Status of impoundment message : communication from the Comptroller General, the General Accounting Office, transmitting the status of budget authority that was proposed for rescission by the President in his sixth special impoundment message for fiscal year 1991, dated July 24, 1991, pursuant to 2 U.S.C. 685.",United States. General Accounting Office,,1991,"U.S. G.P.O.,",arbk,caref,NA,cen,2018-12-01T00:00:00.000,1,Executive impoundment of appropriated funds United States, Budget United States, United States Appropriations and expenditures 1991,,,,,,,,,,,,,,,,,,,
3171405,My little sister and me,"Lam, Maple","0062396978, 9780062396976",[2016],"Harper, an imprint of HarperCollins Publishers,",jcbk,ncpic,NA,mag,2018-05-01T00:00:00.000,1,Brothers and sisters Juvenile fiction,,,,,,,,,,,,,,,,,,,,,
3266166,Darkness of dragons,"Sutherland, Tui, 1978-","0545685478, 9780545685474",[2017],"Scholastic Press,",jcbk,ncfic,NA,nhy,2018-09-01T00:00:00.000,1,Dragons Juvenile fiction, Magic Juvenile fiction, Good and evil Juvenile fiction, Adventure and adventurers Fiction,,,,,,,,,,,,,,,,,,
3115497,The rough guide to Chile,"Kaminski, Anna","0241014956, 9780241014950",2015,"Rough Guides Ltd,",acbk,nanf,NA,uni,2018-04-01T00:00:00.000,1,Chile Guidebooks,,,,,,,,,,,,,,,,,,,,,
920349,Federal liabilities under hazardous waste laws,"Quasebarth, Mollie V.",,1990,"U.S. G.P.O.,",acbk,canf,NA,cen,2018-09-01T00:00:00.000,1,Toxic torts United States, Hazardous waste sites Law and legislation United States, Liability for environmental damages United States, Liability for hazardous substances pollution damages United States,,,,,,,,,,,,,,,,,,
3060516,Old Venus,edited by George R.R. Martin and Gardner Dozois.,"0345537289, 9780345537287",[2015],"Bantam Books,",acbk,nasf,NA,rbe,2018-06-01T00:00:00.000,1,Venus Planet Fiction, Short stories, Science fiction,,,,,,,,,,,,,,,,,,,
3118445,"Anne of Green Gables, the animated series. Volume 7","Annemation Productions, Inc. ; Sullivan Entertainment.",,[2011],"Distributed by Sullivan Entertainment,",jcdvd,ncdvd,Floating,bal,2018-10-01T00:00:00.000,1,Shirley Anne Fictitious character Juvenile drama, Friendship Juvenile drama, Prince Edward Island Juvenile drama, Animated television programs, Childrens television programs, Fiction television programs, Television series,,,,,,,,,,,,,,,
2475261,Two will come. Vol. 1,"Kang, Kyungok.","1600091164, 9781600091162",2007,"Net Comics,",acbk,cycomic,NA,cen,2018-05-01T00:00:00.000,1,Teenagers Comic books strips etc, High school students Comic books strips etc, Murder Comic books strips etc, Comic books strips etc, Graphic novels,,,,,,,,,,,,,,,,,
3280812,"The inner life of animals : love, grief, and compassion : surprising observations of a hidden world","Wohlleben, Peter, 1964-","1771643013, 9781771643016",2017,"Greystone Books,",acbk,nanf,NA,glk,2018-07-01T00:00:00.000,1,Animal psychology, Animal intelligence, Animal behavior, Emotions in animals,,,,,,,,,,,,,,,,,,
3084512,Has anyone seen my pants?,"Colonna, Sarah, 1974-","1494508877, 9781494508876",[2015],"Tantor Audio,",accd,cacdnf,NA,cen,2018-06-01T00:00:00.000,1,Colonna Sarah 1974, Women comedians United States Biography, Television actors and actresses United States Biography, Television comedy writers United States Biography, Audiobooks,,,,,,,,,,,,,,,,,
2167942,Voyage to India,India.Arie,,[2002],"Motown,",accd,nacd,Floating,nga,2018-02-01T00:00:00.000,1,Popular music 2001 2010,,,,,,,,,,,,,,,,,,,,,
3083953,Hello app inventor! : Android programming for kids and the rest of us,"Beer, Paula","1617291439, 9781617291432",2015,"Manning,",jcbk,nanf,NA,swt,2018-11-01T00:00:00.000,1,Android Electronic resource Juvenile literature, Application software Development Juvenile literature, Mobile computing Juvenile literature,,,,,,,,,,,,,,,,,,,
3311099,You hold me up,"Gray Smith, Monique, 1968-","1459814479, 9781459814479",2017,"Orca Book Publishers,",jcbk,ncpic,NA,nga,2018-03-01T00:00:00.000,1,Respect Juvenile fiction, Caring Juvenile fiction, Compassion Juvenile fiction, Love Fiction, Caring Fiction,,,,,,,,,,,,,,,,,
3171400,Bear & Hare. Where's Bear?,"Gravett, Emily","1481456156, 9781481456159",2016,"Simon & Schuster Books for Young Readers,",jcbk,ccpic,NA,cen,2018-03-01T00:00:00.000,3,Hide and seek Juvenile fiction, Friendship Juvenile fiction, Bears Juvenile fiction, Hares Juvenile fiction, Counting Juvenile fiction,,,,,,,,,,,,,,,,,
3286595,Nerdy Birdy tweets,"Reynolds, Aaron, 1970-","1626721289, 9781626721289",2017,"Roaring Brook Press,",jcbk,ncpic,NA,bro,2018-11-01T00:00:00.000,1,Friendship Juvenile fiction, Social media Juvenile fiction, Birds Juvenile fiction, Vultures Juvenile fiction,,,,,,,,,,,,,,,,,,
1848686,Molecular biology and biotechnology : a comprehensive desk reference,edited by Robert A. Meyers.,"1560815698, 1560819251",[1995],"VCH,",arbk,caref,NA,cen,2018-09-01T00:00:00.000,1,Molecular biology Encyclopedias, Biotechnology Encyclopedias,,,,,,,,,,,,,,,,,,,,
3264002,When God made you,"Turner, Matthew Paul, 1973-","1601429185, 9781601429186, 9781601429193",2017,"WaterBrook,",jcbk,ncpic,NA,dlr,2018-08-01T00:00:00.000,1,Children of God Juvenile literature, God Love Juvenile literature, Picture books, Stories in rhyme,,,,,,,,,,,,,,,,,,
3217780,Order to kill,"Mills, Kyle, 1966-","1476783489, 9781476783482",2016,"Emily Bestler Books/Atria,",acbk,nafic,NA,net,2018-07-01T00:00:00.000,1,United States Central Intelligence Agency Fiction, Rapp Mitch Fictitious character Fiction, Intelligence officers Fiction, Terrorism Prevention Fiction, Action and adventure fiction, Political fiction, Spy fiction, Thrillers Fiction,,,,,,,,,,,,,,
3198137,Captain America. Civil war,Marvel Studios ; directed by Anthony and Joe Russo ; screenplay by Christopher Markus & Stephen McFeely ; produced by Kevin Feige.,"6316523149, 9786316523143",2016,"Marvel Studios,",acdvd,nadvd,Floating,wts,2018-05-01T00:00:00.000,1,Captain America Fictitious character Drama, Iron Man Fictitious character Drama, Avengers Fictitious characters Drama, Superheroes Drama, Antiheroes Drama, Feature films, Superhero films, Action and adventure films, Science fiction films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities,,,,,,,,,,
1727632,Contemporary art in Asia : traditions,"tensions / guest curator, Apinan Poshyananda ; essays by Apinan Poshyananda ... [and others]","0810963310, 0878480838",[1996],"Asia Society Galleries : Distributed by Abrams,",acbk,canf,NA,cen,2018-08-01T00:00:00.000,2,Art Asian 20th century Exhibitions,,,,,,,,,,,,,,,,,,,,,
2622486,Japan : a concise history,"Meyer, Milton Walter","0742541177, 9780742541177, 9780742541184",[2009],"Rowman & Littlefield,",acbk,canf,NA,cen,2018-02-01T00:00:00.000,1,Japan History,,,,,,,,,,,,,,,,,,,,,
731034,"Journal of the brigantine Hope on a voyage to the northwest coast of North America, 1790-92. Illustrated with charts and drawings by the author. Edited with notes and an introd., by Mark D. Kaplanoff.","Ingraham, Joseph, 1762-1800",876360185,1971,"Imprint Society,",arbk,casea,NA,cen,2018-01-01T00:00:00.000,1,Hope Brig, Voyages to the Pacific coast, Northwest Coast of North America Discovery and exploration,,,,,,,,,,,,,,,,,,,
